model	source_cope	kind	source	destination	exists	bytes	sha256
social_offer_slope	8	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/stats/cope3.nii.gz	social_offer_slope/contrast3/cope3.nii.gz	1	229832	b12d356bba33b4734db9556ea4fe125db7b79d50ff204a698d3cc21055b9cb4c
social_offer_slope	8	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/stats/varcope3.nii.gz	social_offer_slope/contrast3/varcope3.nii.gz	1	220897	9a858e96527d1a506ad126051e6d943c8503ea5e1f1cffc8f94bac06b7bbee6a
social_offer_slope	8	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/stats/zstat3.nii.gz	social_offer_slope/contrast3/zstat3.nii.gz	1	228843	fad9412ba025ceab2365bab0fde442d2f0af1e129dccf3bcd044e7038f857f17
social_offer_slope	8	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/thresh_zstat3.nii.gz	social_offer_slope/contrast3/thresh_zstat3.nii.gz	1	17293	4f46f32b80260775fb25c3d4173c7ee21614f8569e65f6cb9b97659ef6356a04
social_offer_slope	8	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/cluster_mask_zstat3.nii.gz	social_offer_slope/contrast3/cluster_mask_zstat3.nii.gz	1	1411	b62982592002fd4c4a46ccf161ac8f5674159fefacf2c168bc84ac916b09092a
social_offer_slope	8	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/cluster_zstat3_std.txt	social_offer_slope/contrast3/cluster_zstat3_std.txt	1	184	de4e9efaa1c9e8fb2f6900fb2b135f48c44af33be750393b1b6bfae3ff2c512b
social_offer_slope	8	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/stats/cope4.nii.gz	social_offer_slope/contrast4/cope4.nii.gz	1	229837	80897a6c6257a853c253fef9853129301c3344d32b3da18d2e264adbf4178a7d
social_offer_slope	8	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/stats/varcope4.nii.gz	social_offer_slope/contrast4/varcope4.nii.gz	1	220897	9a858e96527d1a506ad126051e6d943c8503ea5e1f1cffc8f94bac06b7bbee6a
social_offer_slope	8	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/stats/zstat4.nii.gz	social_offer_slope/contrast4/zstat4.nii.gz	1	228838	01081a506541854ed688957f27bd6f9b396ca1ba7bf25e8fd4340e6db11c28b5
social_offer_slope	8	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/thresh_zstat4.nii.gz	social_offer_slope/contrast4/thresh_zstat4.nii.gz	1	17430	f0e4935e6f66a32b283e881ae1f0b09c5c73e3e002bad532dbb9e57886307f19
social_offer_slope	8	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/cluster_mask_zstat4.nii.gz	social_offer_slope/contrast4/cluster_mask_zstat4.nii.gz	1	1411	b62982592002fd4c4a46ccf161ac8f5674159fefacf2c168bc84ac916b09092a
social_offer_slope	8	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-offer-slope.gfeat/cope1.feat/cluster_zstat4_std.txt	social_offer_slope/contrast4/cluster_zstat4_std.txt	1	184	de4e9efaa1c9e8fb2f6900fb2b135f48c44af33be750393b1b6bfae3ff2c512b
social_task_response	10	design	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/design.fsf	social_task_response/design/design.fsf	1	51101	fd60a598a939d7011ac45dc4d08020b12cacaff29ff5f596f915124ace03e655
social_task_response	10	design	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/design.mat	social_task_response/design/design.mat	1	3961	28883a0889a0e28c3a42fdff0196320baa4280554fc2c395a3028a7a47ad875b
social_task_response	10	design	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/design.con	social_task_response/design/design.con	1	624	e5469fe7e1174d3ea23a4d9b7d70fc9ec323b31e844ad2e6ea1772a81a95a365
social_task_response	10	design	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/design.grp	social_task_response/design/design.grp	1	129	6692c23c4c2a7d456f75f60ea843637b4ce7cf40ee37750253b4c72bbb518dbf
social_task_response	10	poststats	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/mask.nii.gz	social_task_response/poststats/mask.nii.gz	1	6532	12777cdd6c1a4a34e1c86b5f0e1f0664601b2b735b7578826db61d77084d71e6
social_task_response	10	poststats	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/smoothness	social_task_response/poststats/smoothness	1	106	8db801e2966489ed64a6f8afd4f45a3b6b262465cd27a4ec01cbd2c0dbcc7dba
social_task_response	10	contrast1	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/cope1.nii.gz	social_task_response/contrast1/cope1.nii.gz	1	229490	d58426981dc18f053a5e0e0fd9944e492e9bd45153efbe42244348d0d1e6362b
social_task_response	10	contrast1	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/varcope1.nii.gz	social_task_response/contrast1/varcope1.nii.gz	1	221906	2314e48fb58213c4bacde6c2dbdd26dca07a37c848bd8032c1b5212220067bc8
social_task_response	10	contrast1	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/zstat1.nii.gz	social_task_response/contrast1/zstat1.nii.gz	1	228358	ed4f008dfeca09529809e7ff7b758cea53db04f74fa409c622c28c900e6631a4
social_task_response	10	contrast1	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/thresh_zstat1.nii.gz	social_task_response/contrast1/thresh_zstat1.nii.gz	1	19004	b731c3363dc7725c727eeb698e6c206c6628541d34ce2bdd73eb0653bb307c71
social_task_response	10	contrast1	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/cluster_mask_zstat1.nii.gz	social_task_response/contrast1/cluster_mask_zstat1.nii.gz	1	2055	7bb241b0b5e651121863b66839aaca4cb8dd4a0bed11edda3d9aa025b34c741c
social_task_response	10	contrast1	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/cluster_zstat1_std.txt	social_task_response/contrast1/cluster_zstat1_std.txt	1	583	5f5ddd6d27747af9d31d149554c2c1a58af9d4e06e3daf27541373e733688606
social_task_response	10	contrast2	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/cope2.nii.gz	social_task_response/contrast2/cope2.nii.gz	1	229498	b174edec5821443dc92fd4ca1718682033a597fdfd1656f42d5b16225e665d98
social_task_response	10	contrast2	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/varcope2.nii.gz	social_task_response/contrast2/varcope2.nii.gz	1	221906	2314e48fb58213c4bacde6c2dbdd26dca07a37c848bd8032c1b5212220067bc8
social_task_response	10	contrast2	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/zstat2.nii.gz	social_task_response/contrast2/zstat2.nii.gz	1	228327	34ae400cf86187421ffb12a064c441c18e9cdd3c1b466562e2962a9adcf4b21e
social_task_response	10	contrast2	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/thresh_zstat2.nii.gz	social_task_response/contrast2/thresh_zstat2.nii.gz	1	18556	1d2039cc98bc783289067be6e1084acd8729a6e8a4678adf1e6835d0b37d48c4
social_task_response	10	contrast2	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/cluster_mask_zstat2.nii.gz	social_task_response/contrast2/cluster_mask_zstat2.nii.gz	1	1685	b5b4f7dcd0293c16344d0783661ec2b8be1b3fa46bbf4c7410deb494bafa6c46
social_task_response	10	contrast2	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/cluster_zstat2_std.txt	social_task_response/contrast2/cluster_zstat2_std.txt	1	355	1252f09f340b18cb7498ee3318b827d98c944c9e5f948f6701562f2407864a08
social_task_response	10	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/cope3.nii.gz	social_task_response/contrast3/cope3.nii.gz	1	228573	552a8324b26bd17582993aba853914f8df24fb37f2f6d5515618253d8e1cbc95
social_task_response	10	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/varcope3.nii.gz	social_task_response/contrast3/varcope3.nii.gz	1	221817	3669a56da408320f76eda683c9b4405e58094a6fa8b0957be7a6e0768eeda3a9
social_task_response	10	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/zstat3.nii.gz	social_task_response/contrast3/zstat3.nii.gz	1	227377	36f97f97c8cc1a083edcdb22b42a43c396bcba222aa84ced116bdcf0a0a87413
social_task_response	10	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/thresh_zstat3.nii.gz	social_task_response/contrast3/thresh_zstat3.nii.gz	1	16044	2c2ce5431bd967beff7b1bc8532e519ca60cffd24e075550f00199de688c7a09
social_task_response	10	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/cluster_mask_zstat3.nii.gz	social_task_response/contrast3/cluster_mask_zstat3.nii.gz	1	1411	b62982592002fd4c4a46ccf161ac8f5674159fefacf2c168bc84ac916b09092a
social_task_response	10	contrast3	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/cluster_zstat3_std.txt	social_task_response/contrast3/cluster_zstat3_std.txt	1	184	de4e9efaa1c9e8fb2f6900fb2b135f48c44af33be750393b1b6bfae3ff2c512b
social_task_response	10	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/cope4.nii.gz	social_task_response/contrast4/cope4.nii.gz	1	228549	32f175c4f6692c26d3c82a6be4b8e27e6574da1f1128c42c345f9156a4c428a0
social_task_response	10	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/varcope4.nii.gz	social_task_response/contrast4/varcope4.nii.gz	1	221817	3669a56da408320f76eda683c9b4405e58094a6fa8b0957be7a6e0768eeda3a9
social_task_response	10	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/stats/zstat4.nii.gz	social_task_response/contrast4/zstat4.nii.gz	1	227434	0c7f42a6d51fae8d10a6e0496cf7aeacd3819532b65abe71d5209829a913335b
social_task_response	10	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/thresh_zstat4.nii.gz	social_task_response/contrast4/thresh_zstat4.nii.gz	1	16830	456dca1eb2ca17ec45eab9d4153cf98687cd8788f019d415cae17611ea6bb174
social_task_response	10	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/cluster_mask_zstat4.nii.gz	social_task_response/contrast4/cluster_mask_zstat4.nii.gz	1	1651	0708d4b2c528225b985da0f372a611df22a057e4d1c2a8667387f22bc5fedbea
social_task_response	10	contrast4	/ZPOOL/data/scratch/srndna-ultimatum-social-computer-l3-v1/outputs/social-task-response.gfeat/cope1.feat/cluster_zstat4_std.txt	social_task_response/contrast4/cluster_zstat4_std.txt	1	351	fb29a2bf727aeda6cf7ac67503937f8a6c00c662adc77bf954859ea7ce52fb1f
