"subjID","offer","missed","accept","response_time","human","ingroup","block_fair","run","anteriorinsula","dacc","VS","vmpfc","anteriorinsula_corrected","dacc_corrected","VS_corrected","vmpfc_corrected"
"sub-106",3,0,0,1.06745,1,0,0,1,0.361516140750609,0.271642893828728,0.311079158893942,-0.713080738950521,0.24692983464819,0.33693042200498,0.292160731353263,-0.211377628541592
"sub-106",2,0,0,0.56093,1,0,0,1,-0.421417863981333,-0.138154749724048,-0.740405026217256,-0.833132747374475,-0.608220669411856,-0.183910760764052,-0.8440239456455,-0.242544521078683
"sub-106",4,0,0,0.42044,1,0,0,1,0.153686460049357,-0.296962200957178,-0.326417680402907,-1.5054376848042,0.227432930188033,-0.187071395000229,-0.0834815098131526,-0.855158100986117
"sub-106",2,0,0,0.54413,1,0,0,1,0.241910429962445,-0.252563942361761,-0.0326672745092461,-1.66284032259136,0.124270379529425,-0.0823558683855475,0.0738242172859989,-0.678282329682442
"sub-106",4,0,0,0.494,1,0,0,1,0.220752047772597,-0.075592214655545,-0.277781369824273,-1.11271481681615,0.0737523178394334,0.0777527861934695,-0.268106073459048,-0.0498942671166341
"sub-106",6,0,1,0.78594,1,0,0,1,-0.153413797107836,0.0118059099962314,-0.288331784914287,-0.677645433321595,-0.293372319073965,0.0979345992112414,-0.197870169011982,0.111645846201989
"sub-106",4,0,0,0.25812,1,0,0,1,-0.0373292400036007,-0.519787565391097,-0.297713622809776,-1.0599367226474,-0.0527707027576805,-0.466853893589114,-0.203774731544684,-0.486967372745064
"sub-106",10,0,1,0.34166,1,0,0,1,0.206644887182241,-0.621520795617942,-0.0659297305780153,-0.00292740745935589,0.152572138680603,-0.366680564122113,0.0311012886738245,0.760121944671838
"sub-106",7,0,1,0.48668,0,0,1,1,0.406094064082329,-0.203133785204651,-0.154149453543747,-0.276104560354725,0.270830204054423,0.090346135212638,-0.133511297612629,-0.03861343724098
"sub-106",8,0,1,0.36464,0,0,1,1,0.205827275135865,-0.52450821314145,-0.336121593990053,-0.124985751509666,0.00418957230624985,-0.389937470139461,-0.28640740014352,0.248332462832861
"sub-106",9,0,1,0.40875,0,0,1,1,0.093658489213946,-0.233415733746908,-0.392739345009128,-0.278168610244757,-0.0413332811804881,0.0232174651026036,-0.283049573397278,0.0200114455152167
"sub-106",8,0,1,0.41926,0,0,1,1,-0.121547359604544,0.0536119606242412,0.288641270870964,1.06364022572525,-0.219210957079169,0.199684206812548,0.416991494136642,1.43798471144422
"sub-106",9,0,1,0.29739,0,0,1,1,-0.11189390035967,0.286970209261333,0.0166060310051156,0.690003779157996,-0.137940059239187,0.324025364400676,-0.0796176613586388,0.397184158204068
"sub-106",5,0,0,0.43155,0,0,1,1,0.186807222586746,0.0285017826352958,0.378290357841858,-0.435564669058658,0.157548530086532,-0.0230757549501288,0.371725833323607,-0.542607583665089
"sub-106",4,0,0,0.51137,0,0,1,1,-0.145260099088773,-0.244860821731251,0.163571612443775,-0.598253663745709,-0.273922267137403,-0.19826847344379,0.0378007829521864,-0.145649892383791
"sub-106",7,0,1,0.27478,0,0,1,1,0.179298455206056,-0.190299453834693,0.42548141896259,-0.0562730330042541,0.16114355798721,-0.0398802048194077,0.370479009190139,0.477221737802777
"sub-106",7,0,1,0.53621,1,0,1,1,0.393226804643443,0.397221917872904,-0.1196061099569,-1.30588159579784,0.267063447337011,0.526918004181654,-0.260930480496765,-1.04186636160546
"sub-106",5,0,0,0.41046,1,0,1,1,0.287830043661719,0.781710664000086,0.211353747174144,-0.786683029215783,0.0904743813426709,0.688258001499121,0.249682918101862,0.0986531846408166
"sub-106",10,0,1,0.02033,1,0,1,1,0.150959313691904,0.310747131291363,-0.0952071086697591,-0.19845574926585,-0.011321809068053,0.0712603213340606,-0.165957869427617,0.428728454726277
"sub-106",10,0,1,0.37983,1,0,1,1,-0.250401660916395,-0.117035059810237,-0.123418082107188,0.259145455807447,-0.367134155918803,-0.177643401477097,-0.0931304948829092,0.593855711776476
"sub-106",8,0,1,0.2049,1,0,1,1,-0.183838486099072,-0.785506474957974,-0.159446820927163,-0.870833195094019,-0.167003770399291,-0.683637219546188,-0.119861275086351,-0.763647971760854
"sub-106",3,0,0,0.01945,1,0,1,1,0.447048460443815,-0.125161896804693,0.0186072538296382,-1.55700277569704,0.441731900463372,0.230602054338292,0.0700673889432041,-0.88797805855615
"sub-106",10,0,1,0.0278499999999999,1,0,1,1,-0.336663583914439,-0.116545520170971,0.64780199615052,0.223746825195849,-0.551930326023057,-0.0115895795858053,0.640577895419979,1.23394362512317
"sub-106",10,0,1,0.25503,1,0,1,1,-0.277240443916526,-0.7134434732574,0.104846766092426,-0.303557000379078,-0.231698989959743,-0.611760151776285,-0.109751486005694,-0.178771135928985
"sub-106",9,0,1,0.27622,1,1,1,1,-0.0127989123769415,0.728130228403542,-0.216437664036979,-0.652432360686362,0.0129673677019308,1.05652365408255,-0.252085151784205,-0.265464450400673
"sub-106",10,0,1,0.36399,1,1,1,1,0.100345730626335,0.206337811839249,-0.139094613492489,0.174924895260483,0.0381096387854466,-0.0127984070760668,-0.0688510605740844,0.735357990645607
"sub-106",2,0,0,0.0890299999999999,1,1,1,1,0.617052482557483,-0.261025524732691,-0.0492204811501627,-0.693739573098719,0.517163466471553,-0.281977761750802,-0.00446816074219077,-0.544678835508573
"sub-106",10,0,1,0.31823,1,1,1,1,0.439062131103128,-0.353135622623894,-0.00623968980895976,-1.08542075809091,0.167220473946936,-0.196576795674332,0.0088913215339685,-0.504449200944715
"sub-106",7,0,1,0.38061,1,1,1,1,0.129905004985631,-0.283251766839789,-0.161668007611297,-1.23557548964163,-0.0827040005684416,-0.0917082498228298,-0.160702888844984,-0.459855156901787
"sub-106",8,0,1,0.30179,1,1,1,1,0.0910790670507898,-0.432928731216601,-0.156917222038222,-1.16490131989121,-0.0186468541562851,-0.267928069883167,-0.104725013573324,-0.314522179836743
"sub-106",8,0,1,0.22531,1,1,1,1,-0.211893717525527,-0.714563362300396,-0.464976145536639,-1.33721975479275,-0.308698920075503,-0.492713318230048,-0.414349732302184,-0.521980694354991
"sub-106",5,0,0,0.41223,1,1,1,1,-0.138028403860517,-0.220950790991386,-0.322632022900507,-1.37611802555621,-0.134008582766809,0.107867984046441,-0.170473518669789,-0.475200087768349
"sub-106",8,0,1,0.39347,1,0,1,1,0.163307489807873,-0.0264186242388354,-0.0884083550966655,0.0934610660653561,0.142745987509325,0.114919264164673,0.0168354347406249,1.01371970974912
