onset	duration	trial_type	response_time	Offer	IsFairBlock
184.070000	3.517220	event_reject_ingroup	1.028330	2	1
184.070000	3.517220	event_ingroup	1.028330	2	1
184.070000	0	event_RT	1.028330	2	1
188.345000	3.515560	event_accept_ingroup	1.474330	8	1
188.345000	3.515560	event_ingroup	1.474330	8	1
188.345000	0	event_RT	1.474330	8	1
192.617000	3.516780	event_accept_ingroup	1.021090	9	1
192.617000	3.516780	event_ingroup	1.021090	9	1
192.617000	0	event_RT	1.021090	9	1
196.891000	3.517080	event_reject_ingroup	1.017540	5	1
196.891000	3.517080	event_ingroup	1.017540	5	1
196.891000	0	event_RT	1.017540	5	1
201.166000	3.516010	event_reject_ingroup	1.029700	7	1
201.166000	3.516010	event_ingroup	1.029700	7	1
201.166000	0	event_RT	1.029700	7	1
205.439000	3.515290	event_accept_ingroup	1.327450	9	1
205.439000	3.515290	event_ingroup	1.327450	9	1
205.439000	0	event_RT	1.327450	9	1
209.711000	3.516260	event_reject_ingroup	1.308420	7	1
209.711000	3.516260	event_ingroup	1.308420	7	1
209.711000	0	event_RT	1.308420	7	1
221.236000	3.516960	event_reject_computer	1.292820	7	1
221.236000	3.516960	event_computer	1.292820	7	1
221.236000	33.500000	block_computer_fair	n/a	n/a	n/a
225.511000	3.516360	event_accept_computer	1.204500	8	1
225.511000	3.516360	event_computer	1.204500	8	1
225.511000	0	event_RT	1.204500	8	1
229.785000	3.516340	event_accept_computer	1.167310	10	1
229.785000	3.516340	event_computer	1.167310	10	1
229.785000	0	event_RT	1.167310	10	1
234.058000	3.515500	event_reject_computer	1.065260	7	1
234.058000	3.515500	event_computer	1.065260	7	1
234.058000	0	event_RT	1.065260	7	1
238.330000	3.517270	event_accept_computer	1.029590	10	1
238.330000	3.517270	event_computer	1.029590	10	1
238.330000	0	event_RT	1.029590	10	1
242.604000	3.516510	event_accept_computer	1.025670	10	1
242.604000	3.516510	event_computer	1.025670	10	1
242.604000	0	event_RT	1.025670	10	1
246.878000	3.516460	event_reject_computer	1.922600	2	1
246.878000	3.516460	event_computer	1.922600	2	1
246.878000	0	event_RT	1.922600	2	1
251.153000	3.516000	event_reject_computer	1.017440	5	1
251.153000	3.516000	event_computer	1.017440	5	1
251.153000	0	event_RT	1.017440	5	1
264.678000	3.516520	event_reject_ingroup	1.237160	3	0
264.678000	3.516520	event_ingroup	1.237160	3	0
264.678000	33.500000	block_ingroup_unfair	n/a	n/a	n/a
268.952000	3.516480	event_reject_ingroup	1.032250	4	0
268.952000	3.516480	event_ingroup	1.032250	4	0
268.952000	0	event_RT	1.032250	4	0
273.226000	3.516890	event_accept_ingroup	1.746490	8	0
273.226000	3.516890	event_ingroup	1.746490	8	0
273.226000	0	event_RT	1.746490	8	0
277.501000	3.516180	event_reject_ingroup	1.024130	2	0
277.501000	3.516180	event_ingroup	1.024130	2	0
277.501000	0	event_RT	1.024130	2	0
281.774000	3.517020	event_reject_ingroup	1.020740	5	0
281.774000	3.517020	event_ingroup	1.020740	5	0
281.774000	0	event_RT	1.020740	5	0
286.048000	3.515730	event_reject_ingroup	1.284300	1	0
286.048000	3.515730	event_ingroup	1.284300	1	0
286.048000	0	event_RT	1.284300	1	0
290.321000	3.516640	event_reject_ingroup	1.031020	3	0
290.321000	3.516640	event_ingroup	1.031020	3	0
290.321000	0	event_RT	1.031020	3	0
294.596000	3.517220	event_reject_ingroup	1.026570	3	0
294.596000	3.517220	event_ingroup	1.026570	3	0
294.596000	0	event_RT	1.026570	3	0
308.122000	3.517100	event_reject_computer	2.162500	7	0
308.122000	3.517100	event_computer	2.162500	7	0
308.122000	33.500000	block_computer_unfair	n/a	n/a	n/a
312.396000	3.517110	event_reject_computer	1.023680	5	0
312.396000	3.517110	event_computer	1.023680	5	0
312.396000	0	event_RT	1.023680	5	0
316.671000	3.516600	event_reject_computer	1.019830	4	0
316.671000	3.516600	event_computer	1.019830	4	0
316.671000	0	event_RT	1.019830	4	0
320.945000	3.515970	event_reject_computer	1.032500	3	0
320.945000	3.515970	event_computer	1.032500	3	0
320.945000	0	event_RT	1.032500	3	0
325.217000	3.516030	event_reject_computer	1.030050	1	0
325.217000	3.516030	event_computer	1.030050	1	0
325.217000	0	event_RT	1.030050	1	0
329.490000	3.516140	event_reject_computer	1.027250	3	0
329.490000	3.516140	event_computer	1.027250	3	0
329.490000	0	event_RT	1.027250	3	0
333.764000	3.516040	event_reject_computer	1.023740	4	0
333.764000	3.516040	event_computer	1.023740	4	0
333.764000	0	event_RT	1.023740	4	0
338.038000	3.516610	event_reject_computer	1.020590	1	0
338.038000	3.516610	event_computer	1.020590	1	0
338.038000	0	event_RT	1.020590	1	0
349.561000	3.516660	event_accept_computer	1.389740	10	1
349.561000	3.516660	event_computer	1.389740	10	1
349.561000	33.500000	block_computer_fair	n/a	n/a	n/a
353.835000	3.515970	event_accept_computer	1.019330	10	1
353.835000	3.515970	event_computer	1.019330	10	1
353.835000	0	event_RT	1.019330	10	1
358.108000	3.515850	event_accept_computer	1.033100	10	1
358.108000	3.515850	event_computer	1.033100	10	1
358.108000	0	event_RT	1.033100	10	1
362.381000	3.516210	event_reject_computer	1.030190	2	1
362.381000	3.516210	event_computer	1.030190	2	1
362.381000	0	event_RT	1.030190	2	1
366.655000	3.516210	event_reject_computer	1.026350	7	1
366.655000	3.516210	event_computer	1.026350	7	1
366.655000	0	event_RT	1.026350	7	1
370.929000	3.517750	event_reject_computer	1.023190	7	1
370.929000	3.517750	event_computer	1.023190	7	1
370.929000	0	event_RT	1.023190	7	1
375.203000	3.516500	event_reject_computer	1.018350	5	1
375.203000	3.516500	event_computer	1.018350	5	1
375.203000	0	event_RT	1.018350	5	1
379.477000	3.516850	event_accept_computer	1.315810	9	1
379.477000	3.516850	event_computer	1.315810	9	1
379.477000	0	event_RT	1.315810	9	1
