onset	duration	trial_type	response_time	Offer	IsFairBlock
99.439100	3.517130	event_accept_ingroup	1.031320	8	1
99.439100	3.517130	event_ingroup	1.031320	8	1
99.439100	0	event_RT	1.031320	8	1
103.714000	3.516350	event_reject_ingroup	1.026630	3	1
103.714000	3.516350	event_ingroup	1.026630	3	1
103.714000	0	event_RT	1.026630	3	1
107.988000	3.516310	event_accept_ingroup	1.023210	9	1
107.988000	3.516310	event_ingroup	1.023210	9	1
107.988000	0	event_RT	1.023210	9	1
112.261000	3.517490	event_accept_ingroup	1.019940	8	1
112.261000	3.517490	event_ingroup	1.019940	8	1
112.261000	0	event_RT	1.019940	8	1
116.536000	3.516340	event_reject_ingroup	1.032260	5	1
116.536000	3.516340	event_ingroup	1.032260	5	1
116.536000	0	event_RT	1.032260	5	1
120.809000	3.516550	event_accept_ingroup	1.029070	9	1
120.809000	3.516550	event_ingroup	1.029070	9	1
120.809000	0	event_RT	1.029070	9	1
136.335000	3.515780	event_accept_computer	1.316650	9	1
136.335000	3.515780	event_computer	1.316650	9	1
136.335000	33.500000	block_computer_fair	n/a	n/a	n/a
140.609000	3.516710	event_reject_computer	1.062400	5	1
140.609000	3.516710	event_computer	1.062400	5	1
140.609000	0	event_RT	1.062400	5	1
144.883000	3.516340	event_accept_computer	1.025330	9	1
144.883000	3.516340	event_computer	1.025330	9	1
144.883000	0	event_RT	1.025330	9	1
149.157000	3.516240	event_reject_computer	1.372000	7	1
149.157000	3.516240	event_computer	1.372000	7	1
149.157000	0	event_RT	1.372000	7	1
153.431000	3.516630	event_reject_computer	1.051460	7	1
153.431000	3.516630	event_computer	1.051460	7	1
153.431000	0	event_RT	1.051460	7	1
157.704000	3.516840	event_reject_computer	1.030730	7	1
157.704000	3.516840	event_computer	1.030730	7	1
157.704000	0	event_RT	1.030730	7	1
161.978000	3.516100	event_accept_computer	1.027240	10	1
161.978000	3.516100	event_computer	1.027240	10	1
161.978000	0	event_RT	1.027240	10	1
166.251000	3.516840	event_reject_computer	1.024050	1	1
166.251000	3.516840	event_computer	1.024050	1	1
166.251000	0	event_RT	1.024050	1	1
177.777000	3.516440	event_reject_outgroup	1.258270	2	0
177.777000	3.516440	event_outgroup	1.258270	2	0
177.777000	33.500000	block_outgroup_unfair	n/a	n/a	n/a
182.052000	3.517020	event_reject_outgroup	1.019360	5	0
182.052000	3.517020	event_outgroup	1.019360	5	0
182.052000	0	event_RT	1.019360	5	0
186.326000	3.516860	event_reject_outgroup	1.032200	4	0
186.326000	3.516860	event_outgroup	1.032200	4	0
186.326000	0	event_RT	1.032200	4	0
190.600000	3.516150	event_reject_outgroup	1.028540	2	0
190.600000	3.516150	event_outgroup	1.028540	2	0
190.600000	0	event_RT	1.028540	2	0
194.874000	3.516340	event_reject_outgroup	1.025470	4	0
194.874000	3.516340	event_outgroup	1.025470	4	0
194.874000	0	event_RT	1.025470	4	0
199.147000	3.517370	event_reject_outgroup	1.021880	3	0
199.147000	3.517370	event_outgroup	1.021880	3	0
199.147000	0	event_RT	1.021880	3	0
203.422000	3.517190	event_reject_outgroup	1.017510	7	0
203.422000	3.517190	event_outgroup	1.017510	7	0
203.422000	0	event_RT	1.017510	7	0
207.697000	3.516140	event_reject_outgroup	1.029030	4	0
207.697000	3.516140	event_outgroup	1.029030	4	0
207.697000	0	event_RT	1.029030	4	0
219.222000	3.517070	event_reject_ingroup	1.030250	5	1
219.222000	3.517070	event_ingroup	1.030250	5	1
219.222000	33.500000	block_ingroup_fair	n/a	n/a	n/a
223.497000	3.515890	event_accept_ingroup	1.092110	9	1
223.497000	3.515890	event_ingroup	1.092110	9	1
223.497000	0	event_RT	1.092110	9	1
227.770000	3.515820	event_accept_ingroup	1.022110	9	1
227.770000	3.515820	event_ingroup	1.022110	9	1
227.770000	0	event_RT	1.022110	9	1
232.044000	3.517270	event_accept_ingroup	1.018780	9	1
232.044000	3.517270	event_ingroup	1.018780	9	1
232.044000	0	event_RT	1.018780	9	1
236.319000	3.517270	event_reject_ingroup	1.030820	3	1
236.319000	3.517270	event_ingroup	1.030820	3	1
236.319000	0	event_RT	1.030820	3	1
240.594000	3.516170	event_reject_ingroup	1.243350	7	1
240.594000	3.516170	event_ingroup	1.243350	7	1
240.594000	0	event_RT	1.243350	7	1
244.868000	3.516170	event_reject_ingroup	1.022490	7	1
244.868000	3.516170	event_ingroup	1.022490	7	1
244.868000	0	event_RT	1.022490	7	1
249.141000	3.516810	event_accept_ingroup	1.186030	10	1
249.141000	3.516810	event_ingroup	1.186030	10	1
249.141000	0	event_RT	1.186030	10	1
264.665000	3.517520	event_reject_ingroup	1.824770	4	0
264.665000	3.517520	event_ingroup	1.824770	4	0
264.665000	33.500000	block_ingroup_unfair	n/a	n/a	n/a
268.940000	3.517040	event_reject_ingroup	1.019750	3	0
268.940000	3.517040	event_ingroup	1.019750	3	0
268.940000	0	event_RT	1.019750	3	0
273.215000	3.516840	event_reject_ingroup	1.031690	4	0
273.215000	3.516840	event_ingroup	1.031690	4	0
273.215000	0	event_RT	1.031690	4	0
277.489000	3.515780	event_reject_ingroup	1.027410	4	0
277.489000	3.515780	event_ingroup	1.027410	4	0
277.489000	0	event_RT	1.027410	4	0
281.763000	3.516560	event_reject_ingroup	1.024170	4	0
281.763000	3.516560	event_ingroup	1.024170	4	0
281.763000	0	event_RT	1.024170	4	0
286.037000	3.516220	event_accept_ingroup	1.237230	10	0
286.037000	3.516220	event_ingroup	1.237230	10	0
286.037000	0	event_RT	1.237230	10	0
290.311000	3.516660	event_reject_ingroup	1.032730	5	0
290.311000	3.516660	event_ingroup	1.032730	5	0
290.311000	0	event_RT	1.032730	5	0
294.586000	3.515840	event_reject_ingroup	1.028490	2	0
294.586000	3.515840	event_ingroup	1.028490	2	0
294.586000	0	event_RT	1.028490	2	0
310.110000	3.516200	event_accept_outgroup	1.217610	10	1
310.110000	3.516200	event_outgroup	1.217610	10	1
310.110000	33.500000	block_outgroup_fair	n/a	n/a	n/a
314.385000	3.516900	event_reject_outgroup	1.028640	6	1
314.385000	3.516900	event_outgroup	1.028640	6	1
314.385000	0	event_RT	1.028640	6	1
318.660000	3.515690	event_reject_outgroup	1.024080	8	1
318.660000	3.515690	event_outgroup	1.024080	8	1
318.660000	0	event_RT	1.024080	8	1
322.933000	3.516740	event_accept_outgroup	1.154650	8	1
322.933000	3.516740	event_outgroup	1.154650	8	1
322.933000	0	event_RT	1.154650	8	1
327.207000	3.516270	event_accept_outgroup	1.033370	10	1
327.207000	3.516270	event_outgroup	1.033370	10	1
327.207000	0	event_RT	1.033370	10	1
331.481000	3.516520	event_reject_outgroup	1.029880	1	1
331.481000	3.516520	event_outgroup	1.029880	1	1
331.481000	0	event_RT	1.029880	1	1
335.756000	3.516510	event_accept_outgroup	1.025480	10	1
335.756000	3.516510	event_outgroup	1.025480	10	1
335.756000	0	event_RT	1.025480	10	1
340.029000	3.517450	event_accept_outgroup	1.038800	9	1
340.029000	3.517450	event_outgroup	1.038800	9	1
340.029000	0	event_RT	1.038800	9	1
353.555000	3.516870	event_reject_outgroup	1.024010	1	0
353.555000	3.516870	event_outgroup	1.024010	1	0
353.555000	33.500000	block_outgroup_unfair	n/a	n/a	n/a
357.829000	3.516020	event_reject_outgroup	1.020290	3	0
357.829000	3.516020	event_outgroup	1.020290	3	0
357.829000	0	event_RT	1.020290	3	0
362.102000	3.516140	event_reject_outgroup	1.017100	1	0
362.102000	3.516140	event_outgroup	1.017100	1	0
362.102000	0	event_RT	1.017100	1	0
366.376000	3.516560	event_reject_outgroup	1.030550	3	0
366.376000	3.516560	event_outgroup	1.030550	3	0
366.376000	0	event_RT	1.030550	3	0
370.649000	3.516110	event_reject_outgroup	1.027490	5	0
370.649000	3.516110	event_outgroup	1.027490	5	0
370.649000	0	event_RT	1.027490	5	0
374.923000	3.516130	event_reject_outgroup	1.140920	4	0
374.923000	3.516130	event_outgroup	1.140920	4	0
374.923000	0	event_RT	1.140920	4	0
379.198000	3.516210	event_reject_outgroup	1.019190	4	0
379.198000	3.516210	event_outgroup	1.019190	4	0
379.198000	0	event_RT	1.019190	4	0
383.471000	3.515770	event_accept_outgroup	1.366890	8	0
383.471000	3.515770	event_outgroup	1.366890	8	0
383.471000	0	event_RT	1.366890	8	0
