model_id	analysis_status	term	estimate	std_error	statistic	p_value	conf_low	conf_high	n_participants	n_trials	singular	convergence_message
primary_maximal	revision-event-corrected-refit	(Intercept)	3.68194142177764	1.34000932413064	2.74769835961132	0.00600151941175109	1.05557140753373	6.30831143602156	47	4438	FALSE	NA
primary_maximal	revision-event-corrected-refit	offer_c	1.80128823882444	0.237292508491924	7.59100340028537	3.17437622784955e-14	1.33620346837911	2.26637300926978	47	4438	FALSE	NA
primary_maximal	revision-event-corrected-refit	age_groupolder	0.304659911002764	1.93263786973569	0.157639419041515	0.874740940005925	-3.48324070883739	4.09256053084292	47	4438	FALSE	NA
primary_maximal	revision-event-corrected-refit	similaritysimilar	0.132395926206798	0.178402697860452	0.742118408491551	0.458015597408348	-0.217266936344469	0.482058788758064	47	4438	FALSE	NA
primary_maximal	revision-event-corrected-refit	offer_c:age_groupolder	-0.165429696873031	0.33007824058183	-0.501183284852184	0.61624213693587	-0.812371160493766	0.481511766747704	47	4438	FALSE	NA
primary_maximal	revision-event-corrected-refit	offer_c:similaritysimilar	-0.0938530189518301	0.0666633708971205	-1.40786488425061	0.159171082960121	-0.224510824998222	0.0368047870945616	47	4438	FALSE	NA
primary_maximal	revision-event-corrected-refit	age_groupolder:similaritysimilar	-0.427375298815604	0.270643307561392	-1.57910905932399	0.114311044092101	-0.957826434292728	0.103075836661521	47	4438	FALSE	NA
primary_maximal	revision-event-corrected-refit	offer_c:age_groupolder:similaritysimilar	0.113581523614726	0.0946778290265465	1.19966337190599	0.230270103813487	-0.0719836114117463	0.299146658641198	47	4438	FALSE	NA
random_intercept_robustness	revision-event-corrected-robustness	(Intercept)	2.28937883301358	0.840712072036888	2.72314257063877	0.0064664145425123	0.641613450453236	3.93714421557392	47	4438	FALSE	NA
random_intercept_robustness	revision-event-corrected-robustness	offer_c	1.02244614746497	0.0592835887609151	17.2466979282984	1.18480149099854e-66	0.906252448619292	1.13863984631065	47	4438	FALSE	NA
random_intercept_robustness	revision-event-corrected-robustness	age_groupolder	1.01885806246933	1.23510678408213	0.824914959257141	0.4094198728333	-1.40190675139273	3.43962287633138	47	4438	FALSE	NA
random_intercept_robustness	revision-event-corrected-robustness	similaritysimilar	0.123092733307992	0.17089770926774	0.720271405833457	0.471357906630836	-0.211860621897175	0.458046088513159	47	4438	FALSE	NA
random_intercept_robustness	revision-event-corrected-robustness	offer_c:age_groupolder	0.182315110952084	0.0988860562954872	1.84368876444317	0.0652285113842206	-0.0114979979602709	0.376128219864439	47	4438	FALSE	NA
random_intercept_robustness	revision-event-corrected-robustness	offer_c:similaritysimilar	-0.0569488384733645	0.0651174847670287	-0.874555254661798	0.381815943173218	-0.184576763380576	0.0706790864338472	47	4438	FALSE	NA
random_intercept_robustness	revision-event-corrected-robustness	age_groupolder:similaritysimilar	-0.382644676296264	0.257325045572923	-1.48700906841121	0.137012415872085	-0.886992497939321	0.121703145346793	47	4438	FALSE	NA
random_intercept_robustness	revision-event-corrected-robustness	offer_c:age_groupolder:similaritysimilar	0.0684001747033946	0.0914979797949391	0.747559398105726	0.454725962590717	-0.11093257035286	0.247732919759649	47	4438	FALSE	NA
