optimizer	converged	singular	estimate	std_error	log_likelihood
bobyqa	TRUE	FALSE	0.113581778503571	0.0946760685397493	-934.457118997498
Nelder_Mead	TRUE	FALSE	0.113582516774374	0.0946759638576139	-934.45711973793
nlminbwrap	TRUE	FALSE	0.113581402597337	0.094677811915927	-934.457120010599
nloptwrap.NLOPT_LN_NELDERMEAD	FALSE	FALSE	0.115529654297841	0.000570901459310164	-934.441984713712
nloptwrap.NLOPT_LN_BOBYQA	FALSE	FALSE	0.113572858334451	0.0946791507774593	-934.458993162302
