analysis	n_participants	age_estimate	age_std_error	age_t	age_p	cooks_threshold_4_over_n	n_above_cooks_threshold	max_cooks_distance	max_absolute_studentized_residual	max_leverage	max_absolute_dfbeta_age	leave_one_out_age_estimate_min	leave_one_out_age_estimate_max	leave_one_out_age_p_min	leave_one_out_age_p_max	interpretive_limit
descriptive_selected_dmn_roi	47	-14.9593376791705	2.6684656416182	-5.60596975500081	1.57029816789268e-06	0.0851063829787234	1	0.446334679396423	2.66070530072667	0.302832310672967	0.637462114114251	-16.5467607246364	-13.6582934240145	1.06066508873728e-07	6.82580152272696e-06	ROI selected from group result; descriptive only; image-level robustness required
