session	trait	contrast	n_pairs	estimate	conf_low	conf_high	statistic	degrees_freedom	p_value
pre	fair	similar-minus-dissimilar	41	0.024390243902439	-0.331931072839112	0.38071156064399	0.138342892773215	40	0.890663548980929
pre	likeable	similar-minus-dissimilar	41	-0.073170731707317	-0.331438275083193	0.185096811668559	-0.572598334313868	40	0.57012143036994
post	angry	similar-minus-dissimilar	39	0.153846153846154	-0.364272198893685	0.671964506585992	0.601108326581209	38	0.551336956881936
post	fair	similar-minus-dissimilar	39	0.076923076923077	-0.476529666677836	0.63037582052399	0.281365716935569	38	0.77995642723606
post	likeable	similar-minus-dissimilar	39	-0.17948717948718	-0.592693458703417	0.233719099729058	-0.879349653979285	38	0.384738812967397
post	satisfied	similar-minus-dissimilar	39	0.0256410256410257	-0.470383794926864	0.521665846208916	0.104647067066083	38	0.917206277205589
