subjID	corrected_sensitivity_young	corrected_sensitivity_old	corrected_norm_young	corrected_norm_old
sub-104	-0.106843846300345	0	0.490796460906875	0
sub-105	-0.724322445547835	0	-1.03103987242254	0
sub-106	0.897370390795241	0	-3.06468887727372	0
sub-107	0.228041041764754	0	1.62663806801235	0
sub-108	-1.12023484148124	0	3.67347047819484	0
sub-109	0.0100450545055884	0	-0.402663049969785	0
sub-110	0.384457222517903	0	-1.62065009573753	0
sub-111	0	-0.132069843250471	0	-2.00546194852791
sub-112	0.239921305624919	0	-0.077261249529759	0
sub-113	-0.38910246155042	0	-0.0661351120865608	0
sub-115	-0.0218327235815103	0	-0.410655631766013	0
sub-116	0.237912004228423	0	-0.413842747987553	0
sub-117	0.137752659688779	0	0.224161931081991	0
sub-118	-0.393381739957987	0	1.37137121925238	0
sub-121	-0.113018668296368	0	0.831500983277389	0
sub-122	0.2898908010703	0	2.52022726985882	0
sub-124	0.364776560644726	0	0.165673483759837	0
sub-125	-0.0816289039063791	0	0.291593669567917	0
sub-126	-0.0267121518173778	0	-0.152949111594726	0
sub-127	0	0.628070394338931	0	-4.40158857280893
sub-128	0	0.580572728956018	0	-3.5490472384049
sub-129	0	0.744538431377974	0	0.0215844239561826
sub-130	0	-0.10882866279994	0	0.425376733041476
sub-132	0	-0.0834355785655474	0	0.205567516333662
sub-133	0	-0.088310395883848	0	0.345848720411118
sub-134	0	0.423452938419447	0	0.634219404202168
sub-135	0	1.78239243280325	0	-11.3494292575888
sub-136	0	0.582685971756852	0	-1.54459380335571
sub-137	0	-0.789766104062429	0	3.96743642579518
sub-138	0	-0.48326026312896	0	-0.0213918944082335
sub-140	0	0.549225277051613	0	0.454020992013295
sub-141	0	-0.0681913732887351	0	0.184309859099347
sub-142	0	0.250906982020233	0	-0.166555301921555
sub-143	0	-0.230465483573532	0	1.47812370374983
sub-144	0	0.468129592673308	0	-1.52648962529046
sub-147	0	-1.00337532280165	0	-1.09273808068651
sub-149	0	-0.0906520442223728	0	1.50461173536332
sub-150	-0.909858054305111	0	1.23620872159197	0
sub-151	0	-0.0882751964767054	0	-0.727538230251148
sub-152	0	-0.122295402018968	0	0.46002831510903
sub-153	0.693973845274932	0	0.639009327139849	0
sub-154	0	-1.57587976421348	0	7.74794234228064
sub-155	0.348512879357645	0	-1.95905575489239	0
sub-156	-0.108479226751946	0	0.405897694727716	0
sub-157	-0.0418467071428967	0	-0.330875242853835	0
sub-158	0.0429160765362027	0	0.535270170505058	0
sub-159	-0.983477386480987	0	4.47376105012631	0
