subjID	submitted_group_design_ev	submitted_participant_table_RT	submitted_event_mean_response_time	corrected_event_mean_response_time	mean_response_time_change	submitted_event_median_response_time	corrected_event_median_response_time	median_response_time_change	sub144_corrected_mean_rt_z	production_corrected_mean_rt_correlation	production_submitted_median_rt_correlation	l3_policy
sub-144	-1.26	-1.26	0.134259166666667	0.20101	0.0667508333333333	0.02789	0.03025	0.00236	-1.03549747041143	0.935953819904459	0.994674143771272	use event-corrected task-wide mean RT, z-scored across 47 participants
